age_inscription,note_admission,note_qualification_precedente,unites_validees_s1,moyenne_s1,unites_validees_s2,moyenne_s2,taux_chomage,taux_inflation,pib,sexe,boursier,frais_a_jour,debiteur,deplace,international,decrochage
18,115.8,120.0,6,12.0,6,12.166666666666666,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,0
18,133.8,148.0,7,13.485714285714284,7,13.485714285714284,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,0
18,118.5,130.0,6,12.0,6,11.285714285714286,8.9,1.4,3.51,FEMME,OUI,OUI,NON,NON,NON,0
19,150.3,145.0,0,0.0,0,0.0,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,1
19,107.8,112.0,3,10.333333333333334,3,14.428571428571429,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
19,127.5,138.0,5,12.94,5,13.76,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
19,120.5,135.0,7,13.258571428571427,7,13.258571428571427,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
19,117.3,118.0,4,12.25,4,12.0,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
19,120.6,123.0,3,11.666666666666666,1,10.0,10.8,1.4,1.74,FEMME,NON,NON,NON,OUI,NON,1
21,118.7,126.0,6,13.571428571428571,6,12.5,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
20,130.8,150.0,5,11.8,5,11.833333333333334,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,NON,OUI,0
20,112.6,121.0,5,14.2,5,13.285714285714286,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
41,117.2,133.1,5,11.0,5,11.8,7.6,2.6,0.32,FEMME,NON,OUI,NON,NON,NON,0
32,130.0,130.0,4,13.625,7,12.6375,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
18,131.8,139.0,7,14.652857142857142,7,14.652857142857142,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
35,97.0,160.0,6,11.333333333333334,6,11.333333333333334,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,NON,NON,0
32,130.0,110.0,4,13.7,0,0.0,16.2,0.3,-0.92,FEMME,NON,NON,OUI,NON,NON,1
37,148.0,140.0,11,13.727272727272728,8,14.75,12.4,0.5,1.79,FEMME,NON,OUI,NON,NON,NON,0
30,103.4,130.0,7,11.75,7,11.142857142857142,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,1
23,127.1,132.0,6,12.333333333333334,5,13.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,0
20,124.0,139.0,6,14.0,6,13.857142857142858,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,OUI,NON,1
21,121.4,135.0,4,11.5,4,11.75,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,0
19,118.1,117.0,5,11.2,5,13.2,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
18,121.3,137.0,7,15.07,7,15.07,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
18,119.5,144.0,1,10.0,1,12.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,1
24,115.2,130.0,4,12.0,5,12.666666666666666,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
22,130.2,140.0,4,13.0,4,12.6,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,0
18,130.0,130.0,4,11.0,3,11.25,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,1
18,126.9,130.0,6,13.571428571428571,5,12.166666666666666,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
21,168.5,152.0,5,14.6,5,14.2,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,OUI,0
38,130.0,133.1,3,11.833333333333334,2,10.0,16.2,0.3,-0.92,FEMME,NON,OUI,OUI,NON,NON,1
19,122.8,140.0,7,12.625,8,12.5125,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,NON,NON,0
36,110.0,133.1,4,11.5,3,12.333333333333334,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,1
18,127.1,140.0,4,13.25,4,10.5,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
19,108.5,133.1,7,12.60625,6,11.9,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
21,138.2,140.0,8,13.75,5,13.2,8.9,1.4,3.51,FEMME,NON,NON,OUI,NON,NON,1
19,96.0,133.1,6,13.598333333333334,6,11.933333333333332,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
18,124.5,135.0,5,11.142857142857142,6,12.285714285714286,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
45,120.0,120.0,11,12.7,10,12.96818181818182,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,0
20,132.3,140.0,1,10.0,1,11.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,1
18,120.7,128.0,6,11.666666666666666,4,11.5,13.9,-0.3,0.79,FEMME,NON,OUI,OUI,OUI,NON,0
18,132.6,141.0,6,14.0,6,13.142857142857142,11.1,0.6,2.02,FEMME,OUI,OUI,NON,NON,NON,0
25,140.0,140.0,0,0.0,0,0.0,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,1
19,124.5,139.0,7,12.04142857142857,7,12.04142857142857,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
18,142.0,142.0,0,0.0,0,0.0,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
39,130.0,130.0,13,13.76923076923077,12,14.583333333333334,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,0
29,144.0,130.0,18,15.444444444444445,13,15.307692307692308,15.5,2.8,-4.06,FEMME,NON,OUI,NON,NON,NON,0
18,128.5,125.0,6,11.5,7,12.714285714285714,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,0
23,140.0,140.0,2,10.0,0,0.0,10.8,1.4,1.74,FEMME,NON,NON,NON,NON,NON,1
21,113.9,120.0,4,12.25,3,10.333333333333334,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,1
18,137.2,147.0,6,14.5,6,15.166666666666666,10.8,1.4,1.74,FEMME,NON,NON,NON,NON,NON,0
23,140.0,140.0,6,15.571428571428571,6,16.375,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
18,152.3,161.0,6,15.571428571428571,6,14.714285714285714,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
32,112.5,133.1,5,13.8,6,12.166666666666666,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,NON,NON,0
29,101.0,150.0,3,10.666666666666666,2,14.8,10.8,1.4,1.74,FEMME,NON,NON,OUI,NON,NON,1
20,112.3,113.0,5,11.6,4,11.75,8.9,1.4,3.51,FEMME,OUI,OUI,OUI,OUI,NON,0
28,114.0,140.0,1,13.0,0,0.0,9.4,-0.8,-3.12,FEMME,NON,NON,NON,OUI,NON,1
27,130.0,130.0,3,12.0,4,13.625,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,0
22,121.5,120.0,12,12.333333333333334,12,12.333333333333334,7.6,2.6,0.32,FEMME,NON,OUI,OUI,NON,NON,0
37,120.0,133.1,6,12.875,6,12.9,16.2,0.3,-0.92,FEMME,NON,OUI,OUI,NON,NON,0
28,130.0,130.0,1,11.0,0,0.0,12.7,3.7,-1.7,FEMME,NON,NON,NON,NON,NON,1
43,125.7,120.0,4,12.25,4,10.5,8.9,1.4,3.51,FEMME,NON,NON,OUI,NON,NON,1
32,128.0,140.0,0,0.0,0,0.0,10.8,1.4,1.74,FEMME,NON,NON,NON,OUI,NON,1
20,113.2,123.0,4,10.75,5,11.5,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,NON,NON,0
35,120.0,133.1,8,13.63,8,13.63,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,NON,NON,0
21,117.8,130.0,3,13.0,4,11.5,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
18,121.3,126.0,6,13.533333333333331,7,12.228571428571428,12.4,0.5,1.79,FEMME,OUI,OUI,NON,OUI,NON,0
18,169.7,176.0,7,16.9,8,16.37777777777778,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
18,117.7,124.0,5,12.0,4,12.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
22,121.8,120.0,6,12.5,6,13.285714285714286,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
19,128.3,140.0,7,12.764285714285714,7,12.764285714285714,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
18,132.2,143.0,5,13.75,5,12.166666666666666,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
19,134.3,136.0,0,0.0,0,0.0,12.4,0.5,1.79,FEMME,NON,OUI,OUI,OUI,NON,1
18,123.4,132.0,7,14.604285714285712,8,15.68333333333333,11.1,0.6,2.02,FEMME,OUI,OUI,NON,NON,NON,0
31,121.7,133.1,0,0.0,0,0.0,16.2,0.3,-0.92,FEMME,NON,NON,OUI,NON,NON,1
33,130.0,100.0,5,13.833333333333334,6,12.5,9.4,-0.8,-3.12,FEMME,OUI,OUI,OUI,NON,NON,0
19,126.5,137.0,8,13.57625,8,13.57625,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
18,159.7,153.0,6,15.142857142857142,6,15.833333333333334,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,OUI,NON,0
23,151.3,160.0,3,10.666666666666666,5,11.6,7.6,2.6,0.32,FEMME,NON,OUI,NON,NON,NON,0
20,138.0,145.0,5,11.2,6,12.0,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
18,126.5,137.0,8,13.76375,8,13.76375,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
21,140.0,140.0,8,13.25,5,12.2,8.9,1.4,3.51,FEMME,NON,OUI,OUI,OUI,NON,0
22,112.3,120.0,5,10.714285714285714,5,12.2,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,NON,NON,0
20,127.3,122.0,6,12.166666666666666,6,11.666666666666666,9.4,-0.8,-3.12,FEMME,NON,OUI,OUI,OUI,NON,0
23,130.0,130.0,6,14.357142857142858,6,14.357142857142858,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,115.0,133.1,6,12.833333333333334,6,12.666666666666666,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
19,131.5,150.0,7,13.925714285714283,7,13.925714285714283,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
26,125.7,133.1,2,12.0,3,11.0,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,1
18,126.8,141.0,7,13.44285714285714,8,13.744444444444444,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
18,132.4,146.0,1,16.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,1
20,150.0,150.0,6,13.125,6,13.2,16.2,0.3,-0.92,HOMME,NON,OUI,NON,OUI,NON,0
19,95.0,133.1,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
32,128.2,120.0,5,11.4,4,11.0,10.8,1.4,1.74,HOMME,NON,NON,NON,NON,NON,1
31,130.0,150.0,2,11.0,3,11.666666666666666,9.4,-0.8,-3.12,HOMME,NON,NON,NON,NON,NON,1
25,100.0,133.1,1,11.0,1,10.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
21,159.9,140.0,5,13.666666666666666,5,13.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
31,100.0,140.0,4,11.75,1,10.0,12.7,3.7,-1.7,FEMME,NON,NON,NON,NON,NON,1
34,116.5,133.1,1,10.0,1,13.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,1
18,120.0,128.0,6,13.5,6,12.833333333333334,11.1,0.6,2.02,FEMME,OUI,OUI,NON,NON,NON,0
19,117.0,117.0,0,0.0,0,0.0,12.4,0.5,1.79,FEMME,NON,OUI,OUI,OUI,NON,1
21,140.0,140.0,1,12.0,1,11.0,8.9,1.4,3.51,FEMME,NON,OUI,OUI,OUI,NON,0
18,118.1,124.0,3,13.0,5,11.8,9.4,-0.8,-3.12,FEMME,NON,NON,NON,OUI,NON,1
20,153.5,158.0,6,14.833333333333334,6,16.0,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
20,127.9,137.0,6,11.833333333333334,6,12.857142857142858,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
18,118.8,123.0,5,12.0,5,12.333333333333334,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
19,126.7,126.0,4,12.75,6,11.333333333333334,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,170.0,170.0,0,0.0,4,14.75,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
30,110.0,133.1,0,0.0,1,10.0,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,1
19,115.0,115.0,6,12.0,6,12.857142857142858,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
19,119.0,132.0,7,11.677777777777775,8,13.8,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
19,121.8,132.0,7,13.6,7,13.6,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,OUI,NON,0
19,133.4,143.0,6,16.0,6,15.875,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
20,131.4,137.0,5,11.8,6,11.5,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
25,135.0,130.0,0,0.0,2,14.0,13.9,-0.3,0.79,HOMME,NON,OUI,OUI,NON,NON,1
19,122.8,121.0,0,0.0,0,0.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,1
34,140.0,130.0,6,16.142857142857142,6,16.2,9.4,-0.8,-3.12,FEMME,OUI,OUI,OUI,NON,NON,0
18,125.3,135.0,7,11.785714285714286,7,11.785714285714286,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,OUI,NON,0
18,126.3,137.0,8,13.42375,8,13.42375,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
20,100.0,100.0,6,12.5,5,14.166666666666666,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
20,121.3,127.0,7,12.464285714285714,7,12.464285714285714,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
23,135.0,140.0,8,12.375,5,12.6,8.9,1.4,3.51,FEMME,NON,OUI,OUI,NON,NON,0
28,120.0,140.0,1,10.0,0,0.0,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,1
18,113.7,121.0,5,12.6,6,12.428571428571429,15.5,2.8,-4.06,FEMME,NON,OUI,NON,NON,NON,0
19,129.7,131.0,5,12.6,4,12.4,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
34,132.1,151.0,2,10.0,4,12.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,1
35,120.3,130.0,0,0.0,0,0.0,8.9,1.4,3.51,FEMME,NON,OUI,NON,NON,NON,1
32,120.0,120.0,5,11.6,5,12.333333333333334,12.4,0.5,1.79,FEMME,NON,OUI,NON,NON,NON,0
19,123.1,136.0,6,12.166666666666666,6,13.5,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
18,119.4,125.0,4,13.6,5,12.666666666666666,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
35,140.0,133.1,4,12.5,5,11.8,9.4,-0.8,-3.12,FEMME,NON,NON,NON,NON,NON,1
24,116.5,133.1,4,12.25,4,11.5,12.4,0.5,1.79,HOMME,OUI,OUI,NON,NON,NON,0
20,113.0,120.0,6,11.714285714285714,6,12.625,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
18,133.9,143.0,6,13.5,6,13.0,16.2,0.3,-0.92,HOMME,OUI,OUI,NON,OUI,OUI,0
20,115.5,133.1,7,13.024285714285714,7,13.024285714285714,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
18,116.5,121.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,NON,NON,OUI,NON,1
18,171.2,168.0,5,17.333333333333332,5,18.571428571428573,12.4,0.5,1.79,HOMME,OUI,OUI,NON,NON,NON,0
20,119.1,124.0,4,11.0,4,11.5,9.4,-0.8,-3.12,HOMME,OUI,OUI,NON,NON,NON,0
19,121.1,127.0,6,13.666666666666666,6,12.5,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,1
20,132.9,129.0,6,11.375,5,13.8,7.6,2.6,0.32,HOMME,OUI,OUI,NON,OUI,NON,0
19,132.8,137.0,6,12.833333333333334,6,11.833333333333334,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
20,126.7,120.0,5,12.6,4,11.5,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
22,105.8,110.0,6,14.333333333333334,7,13.771428571428572,11.1,0.6,2.02,HOMME,NON,OUI,NON,OUI,NON,0
18,117.2,120.0,4,13.5,6,13.625,11.1,0.6,2.02,HOMME,OUI,OUI,NON,NON,NON,0
19,140.0,143.0,7,14.285714285714286,7,14.285714285714286,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,0
22,120.0,120.0,3,11.75,2,10.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
20,119.5,124.0,5,14.8,5,17.6,8.9,1.4,3.51,HOMME,NON,OUI,NON,OUI,OUI,0
34,153.9,168.0,0,0.0,0,0.0,12.4,0.5,1.79,HOMME,NON,NON,OUI,NON,NON,1
24,130.0,133.1,1,10.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
26,107.0,150.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
35,132.8,140.0,4,12.6,5,12.38,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,1
22,127.5,145.0,5,12.428571428571429,5,11.8,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
26,123.3,118.0,4,10.0,3,12.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,0
19,122.0,123.0,3,12.333333333333334,0,0.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,1
19,114.8,120.0,0,0.0,0,0.0,8.9,1.4,3.51,HOMME,NON,NON,NON,OUI,NON,1
20,140.0,140.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,OUI,NON,NON,0
21,111.0,126.0,10,12.1,8,13.333333333333334,11.1,0.6,2.02,HOMME,NON,OUI,OUI,NON,NON,0
19,133.2,137.0,6,14.714285714285714,6,15.0,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
18,123.0,130.0,6,12.666666666666666,6,12.833333333333334,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
23,150.0,150.0,12,14.384615384615383,10,13.3,8.9,1.4,3.51,FEMME,OUI,OUI,NON,NON,NON,0
18,132.3,147.0,5,13.4,5,12.2,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,OUI,NON,0
18,126.0,140.0,7,13.314285714285717,7,13.314285714285717,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
19,119.3,132.0,7,11.98857142857143,7,11.98857142857143,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
21,133.8,130.0,11,11.545454545454543,8,12.88888888888889,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
18,126.5,130.0,6,16.46153846153846,6,13.875,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,OUI,NON,0
24,138.4,151.0,6,13.666666666666666,6,12.833333333333334,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
18,129.0,144.0,7,12.65,8,13.411111111111111,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,1
18,118.3,127.0,6,12.333333333333334,3,12.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,0
20,129.8,131.0,6,14.37,7,14.65,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
19,113.6,123.0,3,12.0,4,11.75,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
18,128.3,130.0,3,12.0,3,10.666666666666666,7.6,2.6,0.32,FEMME,OUI,NON,NON,OUI,NON,1
19,130.0,130.0,4,12.0,3,11.0,10.8,1.4,1.74,FEMME,OUI,OUI,NON,NON,NON,1
19,121.9,131.0,5,12.6,5,11.2,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
18,129.4,135.0,6,12.166666666666666,6,12.333333333333334,10.8,1.4,1.74,FEMME,NON,OUI,OUI,NON,NON,0
20,115.3,123.0,6,13.5,6,14.0,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
18,125.5,145.0,8,13.76375,8,13.76375,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
19,117.8,118.0,6,12.4,6,12.8,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
18,118.7,125.0,4,10.666666666666666,2,12.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,0
18,139.0,152.0,6,14.333333333333334,6,14.333333333333334,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
21,98.9,101.0,4,12.5,2,12.666666666666666,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
19,137.7,137.0,1,10.0,0,0.0,7.6,2.6,0.32,FEMME,NON,NON,OUI,OUI,NON,1
21,113.6,123.0,7,14.69625,8,14.622222222222224,12.4,0.5,1.79,FEMME,NON,OUI,NON,OUI,NON,0
18,113.4,120.0,4,11.5,3,13.75,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
18,128.5,131.0,7,12.855555555555556,8,13.9125,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,NON,NON,0
18,142.8,141.0,7,13.7,8,13.994444444444444,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
23,137.7,144.0,0,0.0,1,12.0,10.8,1.4,1.74,FEMME,NON,NON,NON,NON,NON,1
20,103.5,107.0,3,11.2,4,12.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
18,123.2,133.0,7,13.285714285714286,8,13.333333333333334,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,0
19,126.0,126.0,5,13.0,5,10.4,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
27,121.7,133.1,6,12.6,6,11.685714285714283,12.4,0.5,1.79,FEMME,OUI,OUI,NON,NON,NON,0
19,142.8,147.0,5,12.8,4,12.0,11.1,0.6,2.02,FEMME,OUI,NON,OUI,OUI,NON,0
21,120.0,120.0,5,11.5,5,11.0,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,1
19,119.3,130.0,7,11.4,7,11.4,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
21,121.0,120.0,6,12.333333333333334,6,11.333333333333334,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,NON,NON,0
18,139.4,138.0,5,12.8,4,12.2,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
20,113.9,124.0,5,12.0,4,15.0,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,OUI,NON,0
18,124.6,133.0,5,13.0,5,13.5,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
18,123.8,122.0,6,11.833333333333334,6,11.0,12.7,3.7,-1.7,FEMME,OUI,NON,OUI,OUI,NON,1
18,126.3,138.0,6,14.0,6,13.333333333333334,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
18,120.4,134.0,6,12.333333333333334,6,13.5,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,OUI,NON,0
19,120.5,128.0,5,13.04,7,12.5,12.4,0.5,1.79,FEMME,OUI,OUI,NON,OUI,NON,0
23,144.9,140.0,11,13.166666666666666,8,13.333333333333334,8.9,1.4,3.51,FEMME,NON,NON,OUI,OUI,NON,0
24,139.9,133.1,6,12.5,6,12.833333333333334,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
19,133.3,142.0,0,0.0,0,0.0,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
18,126.0,141.0,7,15.657142857142857,7,15.657142857142857,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
19,133.5,145.0,6,12.166666666666666,6,11.333333333333334,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,0
19,127.9,145.0,0,0.0,0,0.0,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,1
20,105.9,108.0,5,10.6,5,11.166666666666666,11.1,0.6,2.02,FEMME,OUI,OUI,NON,NON,NON,0
20,124.3,132.0,6,13.428571428571429,5,12.666666666666666,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,0
26,102.5,140.0,4,11.75,0,0.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,NON,NON,1
36,97.0,133.1,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,NON,OUI,NON,NON,1
19,134.7,128.0,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,NON,NON,NON,NON,1
27,113.8,120.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,NON,NON,NON,NON,1
18,116.9,120.0,1,13.0,0,0.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,1
18,124.0,139.0,7,13.331428571428573,7,13.331428571428573,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
28,117.5,139.3,0,0.0,0,0.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,1
21,154.8,150.0,0,0.0,0,0.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,0
19,141.0,138.0,6,13.7,6,13.7,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,0
26,120.0,133.1,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,NON,OUI,NON,NON,1
20,133.6,136.0,9,13.454545454545457,6,13.875,11.1,0.6,2.02,HOMME,NON,OUI,NON,OUI,NON,1
19,122.0,134.0,7,12.2,7,12.2,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,0
21,120.0,140.0,3,10.0,4,11.0,12.7,3.7,-1.7,HOMME,NON,OUI,NON,OUI,NON,1
23,114.2,110.0,5,13.0,6,12.857142857142858,8.9,1.4,3.51,HOMME,OUI,OUI,NON,NON,NON,0
29,95.5,133.1,6,12.0,6,14.0,11.1,0.6,2.02,HOMME,NON,OUI,NON,NON,NON,0
20,120.0,129.0,7,15.028571428571428,7,15.028571428571428,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,0
18,111.1,116.0,6,12.0,6,11.714285714285714,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
19,128.6,130.0,5,12.0,5,12.4,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,0
