amount,monthlyIncome,companyAgeYears,paymentIncidents,debtRatio,sector,approved,dataset_source
17983.514443190426,9845.0,0.0,1.0,0.24910137156796655,AGRICULTURE,0,synthetic
41442.61214981224,20763.0,2.0,0.0,0.29990831623479547,TECH,1,synthetic
10705.64626069175,6375.0,4.0,2.0,0.17594656432021633,INDUSTRIE,0,synthetic
29684.686677258353,28870.0,16.0,4.0,0.38262198022231597,TECH,0,synthetic
68146.09537139245,22728.0,2.0,1.0,0.20417803851435926,COMMERCE,0,synthetic
46990.9179526009,13216.0,19.0,4.0,0.23536668076711426,COMMERCE,0,synthetic
126908.55663494131,34584.0,4.0,5.0,0.3041966911881783,SERVICES,0,synthetic
87470.73025239023,24414.0,16.0,0.0,0.28405003017472524,SERVICES,1,synthetic
51679.3525941823,24831.0,19.0,0.0,0.3466341886814279,COMMERCE,1,synthetic
14033.82387010347,9392.0,21.0,1.0,0.29754466022270576,SERVICES,1,synthetic
71141.24140675383,26033.0,7.0,5.0,0.3203545992334262,AGRICULTURE,0,synthetic
81957.70253430314,21335.0,1.0,0.0,0.20119412287522875,AGRICULTURE,0,synthetic
105108.34866626804,34522.0,18.0,2.0,0.08968433528717193,TECH,1,synthetic
41998.97884204691,18817.0,11.0,3.0,0.05,TECH,0,synthetic
72823.14521012107,25018.0,23.0,0.0,0.05,COMMERCE,1,synthetic
46693.386376386334,14574.0,4.0,0.0,0.5144090076593913,SERVICES,0,synthetic
19497.985464830057,5245.0,14.0,0.0,0.05,INDUSTRIE,1,synthetic
25259.04718135873,7965.0,2.0,0.0,0.4290585248465653,COMMERCE,0,synthetic
62253.186752294496,30877.0,12.0,3.0,0.12686964830537903,AGRICULTURE,0,synthetic
39182.35888004738,26881.0,0.0,5.0,0.42796614581797066,INDUSTRIE,0,synthetic
34429.91107540238,15305.0,18.0,2.0,0.05,COMMERCE,1,synthetic
42257.49976644608,25632.0,15.0,1.0,0.2147359147175076,INDUSTRIE,1,synthetic
15711.660567674387,4135.0,2.0,1.0,0.4681036604537902,SERVICES,0,synthetic
11735.64008908972,5152.0,12.0,5.0,0.35698143452133724,SERVICES,0,synthetic
42449.93709693935,19724.0,10.0,5.0,0.19941018089638124,INDUSTRIE,0,synthetic
40170.86572426764,23373.0,16.0,3.0,0.05,SERVICES,0,synthetic
90480.1898285828,33047.0,12.0,2.0,0.05162672167736021,SERVICES,0,synthetic
63918.624361549715,27549.0,11.0,0.0,0.4583720644839069,INDUSTRIE,0,synthetic
11398.166323433465,11977.0,20.0,5.0,0.19776381981194116,INDUSTRIE,0,synthetic
103677.45195319211,29269.0,12.0,0.0,0.2392263844879841,COMMERCE,1,synthetic
33788.897936913374,19236.0,20.0,0.0,0.29253026570539464,SERVICES,1,synthetic
59627.20949069389,29606.0,22.0,4.0,0.054574163036866574,INDUSTRIE,0,synthetic
11450.58831315356,9387.0,21.0,1.0,0.3110935269760269,COMMERCE,1,synthetic
11728.769506427152,4813.0,23.0,0.0,0.1870576778996491,AGRICULTURE,1,synthetic
17116.231454678233,5788.0,17.0,3.0,0.2940554178363311,TECH,0,synthetic
124428.4575265976,34717.0,14.0,0.0,0.1632923619194449,AGRICULTURE,1,synthetic
4421.351870809363,6496.0,13.0,1.0,0.05,INDUSTRIE,1,synthetic
129384.728310668,33119.0,5.0,3.0,0.18589412022819743,COMMERCE,0,synthetic
78638.73996997972,26537.0,20.0,1.0,0.3461166425662003,COMMERCE,0,synthetic
12748.25208691953,8527.0,17.0,4.0,0.3091090133615554,AGRICULTURE,0,synthetic
37425.359327509854,30786.0,21.0,0.0,0.254639630100209,AGRICULTURE,1,synthetic
13012.526348515557,8470.0,17.0,3.0,0.38471977795155143,AGRICULTURE,0,synthetic
30096.068784488376,8442.0,12.0,0.0,0.21946089811836603,TECH,1,synthetic
33195.38470470464,21841.0,7.0,4.0,0.2584414471022826,COMMERCE,0,synthetic
27424.809562184357,12937.0,24.0,4.0,0.17803496804594116,COMMERCE,0,synthetic
38655.6327158693,13015.0,18.0,4.0,0.3934926965130183,AGRICULTURE,0,synthetic
35679.48363387251,10045.0,21.0,1.0,0.29372928215826466,INDUSTRIE,0,synthetic
64060.56871981114,22838.0,14.0,1.0,0.16645628347399422,INDUSTRIE,1,synthetic
15152.582731790155,4832.0,12.0,5.0,0.05,AGRICULTURE,0,synthetic
12833.747998254688,11597.0,0.0,4.0,0.415744191234749,INDUSTRIE,0,synthetic
75546.54000921806,21156.0,1.0,1.0,0.138390242322304,INDUSTRIE,0,synthetic
27955.457116302758,19082.0,17.0,0.0,0.26080965287343205,COMMERCE,1,synthetic
24394.767886160997,25697.0,5.0,2.0,0.6028899524716858,INDUSTRIE,0,synthetic
41922.09923830664,10703.0,2.0,3.0,0.3702264312599963,AGRICULTURE,0,synthetic
29039.035876233047,24084.0,19.0,2.0,0.4916724383240487,AGRICULTURE,0,synthetic
26959.492469931065,27558.0,15.0,4.0,0.1692812781188277,INDUSTRIE,0,synthetic
43135.21152706038,16029.0,2.0,3.0,0.410646459523031,COMMERCE,0,synthetic
19329.227458929785,11961.0,12.0,5.0,0.25400034894278367,AGRICULTURE,0,synthetic
20499.34463548326,21205.0,11.0,5.0,0.3049025381152873,TECH,0,synthetic
57140.50628664814,21944.0,0.0,2.0,0.5531262569559341,INDUSTRIE,0,synthetic
21833.152858436708,6917.0,15.0,5.0,0.20820312637754407,COMMERCE,0,synthetic
70497.14915666358,21518.0,9.0,2.0,0.25288816805148046,TECH,0,synthetic
9172.03511141776,8783.0,21.0,0.0,0.11451780227380562,TECH,1,synthetic
52979.968482606695,21633.0,2.0,1.0,0.3832702833862115,SERVICES,0,synthetic
110094.8462695094,32885.0,21.0,2.0,0.16590596525700463,INDUSTRIE,0,synthetic
21966.499946143,20649.0,0.0,5.0,0.4034065623728318,AGRICULTURE,0,synthetic
33869.466848334385,27606.0,19.0,4.0,0.05,INDUSTRIE,1,synthetic
6914.782517747854,13600.0,19.0,0.0,0.33229571077504105,INDUSTRIE,1,synthetic
76170.1021228919,32604.0,10.0,0.0,0.15344600409054165,INDUSTRIE,1,synthetic
34490.5624895963,29195.0,7.0,3.0,0.3595776458995316,SERVICES,0,synthetic
98380.7005206861,32417.0,3.0,3.0,0.24796612407186575,SERVICES,0,synthetic
104386.66412242247,26989.0,8.0,4.0,0.1696991627697563,INDUSTRIE,0,synthetic
29696.675467627978,24131.0,16.0,1.0,0.1920160574686008,AGRICULTURE,1,synthetic
56199.04669726968,20275.0,18.0,4.0,0.12244175499120397,SERVICES,0,synthetic
40687.560660059484,32775.0,4.0,2.0,0.37566816329812885,INDUSTRIE,0,synthetic
17055.686226752605,30293.0,0.0,2.0,0.09270439758618781,SERVICES,1,synthetic
53372.114562348455,16917.0,14.0,2.0,0.20993820419008039,COMMERCE,0,synthetic
13436.553930890923,6655.0,14.0,5.0,0.30178593695537104,INDUSTRIE,0,synthetic
15682.156510918887,4112.0,24.0,2.0,0.4920241788172779,TECH,0,synthetic
26631.696601759068,11237.0,19.0,3.0,0.2486052098662279,COMMERCE,0,synthetic
6243.0176559630545,5939.0,13.0,5.0,0.2136234120192339,TECH,0,synthetic
21895.366526642225,10556.0,14.0,0.0,0.2910452297674042,TECH,1,synthetic
8947.6367577849,7394.0,16.0,3.0,0.05,COMMERCE,1,synthetic
122957.6016609164,34412.0,11.0,4.0,0.0702031448963921,AGRICULTURE,0,synthetic
20295.81068075457,6955.0,16.0,5.0,0.19369502516823237,COMMERCE,0,synthetic
39703.37118315784,23433.0,4.0,0.0,0.1430546273901021,AGRICULTURE,1,synthetic
34980.524576652024,14902.0,20.0,4.0,0.05,AGRICULTURE,0,synthetic
26725.89819220864,9400.0,21.0,4.0,0.3786667976751378,COMMERCE,0,synthetic
83394.4116905781,25739.0,10.0,2.0,0.28896350943359833,TECH,0,synthetic
26605.422800000044,34087.0,11.0,4.0,0.2710397870923762,INDUSTRIE,1,synthetic
16502.042648495702,28510.0,12.0,2.0,0.14590132732684397,AGRICULTURE,1,synthetic
30828.80655331884,34232.0,20.0,3.0,0.2619089446995498,TECH,1,synthetic
41971.932060626124,22296.0,4.0,2.0,0.3271674189161589,AGRICULTURE,0,synthetic
53080.81160594858,24880.0,8.0,1.0,0.2102655919145079,INDUSTRIE,0,synthetic
8347.86051138618,8539.0,15.0,4.0,0.3166858358860547,TECH,1,synthetic
58993.23073610157,30424.0,17.0,1.0,0.13059092772623274,COMMERCE,1,synthetic
55609.75838561,27184.0,7.0,1.0,0.26462279694845703,SERVICES,0,synthetic
10470.66980047267,11874.0,2.0,5.0,0.42137474243891493,SERVICES,0,synthetic
55617.23129055467,14998.0,12.0,5.0,0.4348029555364059,COMMERCE,0,synthetic
59567.635493777365,22937.0,15.0,3.0,0.4491383207424493,INDUSTRIE,0,synthetic
8187.166917739938,4402.0,19.0,3.0,0.29283526231493756,SERVICES,0,synthetic
66758.41129789318,29355.0,0.0,2.0,0.25474209322866187,COMMERCE,0,synthetic
20312.87889113318,12698.0,0.0,3.0,0.18268166257608787,TECH,0,synthetic
22071.763054421423,6324.0,9.0,3.0,0.05,INDUSTRIE,0,synthetic
35798.85009293814,14248.0,14.0,3.0,0.05,AGRICULTURE,0,synthetic
66758.70405908735,29908.0,0.0,3.0,0.2247917542052111,TECH,0,synthetic
46104.92448434323,12501.0,4.0,3.0,0.23375673263073546,COMMERCE,0,synthetic
71109.69014227168,20714.0,10.0,5.0,0.4618334543209738,AGRICULTURE,0,synthetic
97557.97468526212,29167.0,6.0,4.0,0.44721986940634384,COMMERCE,0,synthetic
6506.194523723788,5045.0,17.0,2.0,0.1470270787770123,SERVICES,1,synthetic
28547.14753956728,27557.0,0.0,3.0,0.3727488572633528,SERVICES,0,synthetic
37750.70941816129,12949.0,22.0,1.0,0.1784396703139134,AGRICULTURE,1,synthetic
54709.016748095666,25562.0,4.0,1.0,0.35239245145057013,AGRICULTURE,0,synthetic
28438.1358892802,9830.0,11.0,4.0,0.37090265921601173,TECH,0,synthetic
26274.68085063943,8309.0,24.0,3.0,0.4363139218221606,SERVICES,0,synthetic
43610.90572926939,28437.0,16.0,0.0,0.17610349678259546,INDUSTRIE,1,synthetic
43454.862575634135,29042.0,24.0,2.0,0.4021455530771386,SERVICES,1,synthetic
76342.6966976053,34421.0,0.0,5.0,0.05,SERVICES,0,synthetic
36423.90555278978,24992.0,17.0,3.0,0.4444323522308292,INDUSTRIE,0,synthetic
52292.908181017636,18442.0,1.0,5.0,0.24624749157722253,COMMERCE,0,synthetic
31256.994311687806,10039.0,15.0,3.0,0.24944080030214538,SERVICES,0,synthetic
28302.74462841176,13151.0,8.0,0.0,0.05,AGRICULTURE,1,synthetic
73072.1772364496,24090.0,19.0,1.0,0.1917001169128929,COMMERCE,1,synthetic
33678.32234195212,14729.0,3.0,0.0,0.45332190994203264,INDUSTRIE,0,synthetic
56870.02889848349,18988.0,22.0,4.0,0.18599471624457786,COMMERCE,0,synthetic
11855.564078827922,9209.0,12.0,4.0,0.35701941414628124,TECH,0,synthetic
54371.364692029936,17619.0,12.0,2.0,0.25518326915711637,INDUSTRIE,0,synthetic
34164.381052046716,11377.0,14.0,4.0,0.40940037093995474,SERVICES,0,synthetic
10712.57181067411,7475.0,0.0,3.0,0.2787251447806187,SERVICES,0,synthetic
19787.31861130255,8090.0,7.0,4.0,0.11022827033528465,AGRICULTURE,0,synthetic
70105.88733732466,20067.0,17.0,4.0,0.2584676019773415,SERVICES,0,synthetic
21092.964171973916,15359.0,24.0,2.0,0.4901825355551819,TECH,1,synthetic
21829.86984503255,7097.0,24.0,3.0,0.3246467617054302,INDUSTRIE,0,synthetic
76558.85384021129,19943.0,13.0,1.0,0.2325330539059503,TECH,0,synthetic
32108.01852380608,9091.0,6.0,4.0,0.588361572869996,SERVICES,0,synthetic
8532.02425584797,4478.0,11.0,5.0,0.4238823553841832,AGRICULTURE,0,synthetic
21285.341046737394,8108.0,11.0,1.0,0.37251008730976903,TECH,0,synthetic
71100.28369281144,17904.0,9.0,4.0,0.29760136978665624,COMMERCE,0,synthetic
83590.98036616875,33577.0,9.0,0.0,0.3595410752126661,INDUSTRIE,0,synthetic
10371.7376283457,11491.0,21.0,2.0,0.3644098109774261,AGRICULTURE,1,synthetic
8455.068043340258,12830.0,9.0,4.0,0.05,INDUSTRIE,1,synthetic
37632.01323444743,11522.0,0.0,1.0,0.3092404319244173,COMMERCE,0,synthetic
29762.296774124894,15011.0,18.0,1.0,0.22587912109965125,INDUSTRIE,1,synthetic
35783.204340033604,26237.0,16.0,2.0,0.17503355902951367,INDUSTRIE,1,synthetic
24008.45986866939,13984.0,9.0,0.0,0.22068440799336433,COMMERCE,1,synthetic
76829.22992254043,24384.0,15.0,3.0,0.05,SERVICES,0,synthetic
67777.80491140751,31845.0,23.0,0.0,0.05,SERVICES,1,synthetic
117983.34804882997,33331.0,23.0,1.0,0.43697536261727454,INDUSTRIE,0,synthetic
65902.6108170465,21451.0,19.0,1.0,0.3193236729563389,SERVICES,0,synthetic
102065.28313845517,26110.0,14.0,5.0,0.05,COMMERCE,0,synthetic
117292.03513005833,32493.0,0.0,5.0,0.1635423187897389,AGRICULTURE,0,synthetic
39483.910953393046,28387.0,12.0,0.0,0.3820827600094796,SERVICES,1,synthetic
37320.78716501443,13297.0,20.0,0.0,0.2079978439419053,SERVICES,1,synthetic
4627.819823906091,8092.0,21.0,4.0,0.4367507430697542,SERVICES,1,synthetic
30000.715054871667,7559.0,19.0,1.0,0.4074627698914951,COMMERCE,0,synthetic
44304.000638699246,31343.0,24.0,3.0,0.05,INDUSTRIE,1,synthetic
60046.5208256326,21242.0,12.0,5.0,0.22850138517267524,COMMERCE,0,synthetic
45782.28877198114,13186.0,2.0,0.0,0.18278658627869437,SERVICES,0,synthetic
15617.584786869158,14711.0,12.0,5.0,0.05,INDUSTRIE,0,synthetic
44149.19927432057,12732.0,7.0,0.0,0.05,COMMERCE,1,synthetic
15666.391841700704,28859.0,20.0,1.0,0.12909676806374087,COMMERCE,1,synthetic
47046.40889614251,22984.0,19.0,3.0,0.15386118857310427,COMMERCE,0,synthetic
67279.94054448958,31262.0,10.0,5.0,0.2924844665865044,TECH,0,synthetic
24161.625847000058,13354.0,9.0,3.0,0.406632020982163,COMMERCE,0,synthetic
47598.711968153075,18649.0,3.0,0.0,0.32704674337185546,AGRICULTURE,0,synthetic
28775.243517629457,7773.0,1.0,1.0,0.3625558360421236,COMMERCE,0,synthetic
56095.88433454012,34112.0,7.0,4.0,0.2100073267794449,INDUSTRIE,0,synthetic
50212.04662417372,19867.0,6.0,3.0,0.3404500294919335,INDUSTRIE,0,synthetic
75504.16563626876,21143.0,6.0,0.0,0.22774375276146083,INDUSTRIE,0,synthetic
53925.855361266695,16823.0,24.0,3.0,0.1837791425120826,COMMERCE,0,synthetic
7966.538559704887,12398.0,17.0,2.0,0.5345651423343438,INDUSTRIE,1,synthetic
126912.24032652372,33400.0,13.0,0.0,0.05,AGRICULTURE,1,synthetic
12706.814871252758,19158.0,4.0,1.0,0.05,COMMERCE,1,synthetic
63803.832170948095,24917.0,21.0,5.0,0.3074049631200407,AGRICULTURE,0,synthetic
12960.831432207466,5156.0,16.0,4.0,0.21025264772013247,TECH,0,synthetic
40826.94798102161,12553.0,12.0,0.0,0.05,INDUSTRIE,1,synthetic
29489.4839108794,28924.0,11.0,0.0,0.09180835732543477,INDUSTRIE,1,synthetic
7581.047214059232,6722.0,13.0,2.0,0.11133913047073274,TECH,1,synthetic
22377.681746189966,7144.0,20.0,2.0,0.38385048056963705,INDUSTRIE,0,synthetic
29782.175366291223,29105.0,18.0,2.0,0.43186156465966585,INDUSTRIE,1,synthetic
29083.439367927283,13571.0,12.0,4.0,0.49593438478459273,AGRICULTURE,0,synthetic
38228.99626357089,12490.0,16.0,1.0,0.05,COMMERCE,1,synthetic
59822.6594629145,21524.0,23.0,0.0,0.05,SERVICES,1,synthetic
12423.105329316955,10042.0,8.0,4.0,0.05,COMMERCE,0,synthetic
8338.506347599729,5332.0,22.0,5.0,0.4433285508655014,COMMERCE,0,synthetic
16098.772111478653,4137.0,15.0,1.0,0.31258366816292943,AGRICULTURE,0,synthetic
13370.302027360842,6458.0,4.0,2.0,0.2620298824704582,TECH,0,synthetic
5844.028807338636,8914.0,24.0,3.0,0.28444430407711707,SERVICES,1,synthetic
32448.16750207263,25579.0,17.0,0.0,0.24148325842918844,SERVICES,1,synthetic
22481.64796367429,13236.0,9.0,5.0,0.08182869288902425,TECH,0,synthetic
24888.87539606829,6225.0,5.0,1.0,0.32697591846773566,SERVICES,0,synthetic
6934.7425907045,4447.0,22.0,3.0,0.22207922415194706,INDUSTRIE,0,synthetic
11130.33060971333,18789.0,20.0,2.0,0.06995177297810604,SERVICES,1,synthetic
68955.46034073236,30043.0,1.0,4.0,0.33614281680370867,SERVICES,0,synthetic
11492.180668581927,14499.0,15.0,1.0,0.18613185455911183,AGRICULTURE,1,synthetic
8724.775604106022,5979.0,2.0,0.0,0.28412252302620655,SERVICES,1,synthetic
43984.886157759676,11070.0,7.0,3.0,0.23125312580529625,SERVICES,0,synthetic
57782.25422065793,19480.0,14.0,5.0,0.38370681583372124,AGRICULTURE,0,synthetic
6673.086710931936,9852.0,6.0,3.0,0.28302444613434125,SERVICES,1,synthetic
71081.09347942739,34332.0,12.0,4.0,0.11744497377147917,AGRICULTURE,0,synthetic
30451.731254069906,27665.0,10.0,2.0,0.2983004835307798,SERVICES,0,synthetic
13657.826752238398,14681.0,14.0,0.0,0.30320330867095935,SERVICES,1,synthetic
85575.75552830687,33497.0,20.0,2.0,0.32669994610583086,SERVICES,0,synthetic
31947.373263401125,14075.0,3.0,5.0,0.40538113820978694,TECH,0,synthetic
25869.775761395205,8345.0,19.0,4.0,0.15760258222342402,TECH,0,synthetic
119872.95353547759,33086.0,5.0,4.0,0.3501903500770798,COMMERCE,0,synthetic
46014.29440911507,33750.0,0.0,1.0,0.05,INDUSTRIE,1,synthetic
51077.621984499936,13692.0,11.0,3.0,0.23200227770675402,SERVICES,0,synthetic
51896.134902786835,22437.0,7.0,3.0,0.20880101727885367,COMMERCE,0,synthetic
13176.302986308214,9372.0,4.0,3.0,0.46717678302704196,INDUSTRIE,0,synthetic
82668.84310338304,23891.0,10.0,5.0,0.22654968565352718,COMMERCE,0,synthetic
15854.239229788389,25393.0,21.0,4.0,0.3411983167257414,TECH,1,synthetic
63932.5613297875,26007.0,14.0,1.0,0.05,AGRICULTURE,1,synthetic
65445.35830944362,21630.0,18.0,1.0,0.19723630529671274,COMMERCE,1,synthetic
38221.94304163599,25827.0,3.0,3.0,0.12304601988496311,SERVICES,0,synthetic
74692.2336134596,21206.0,1.0,5.0,0.6213266684943287,INDUSTRIE,0,synthetic
39444.05551314118,29414.0,8.0,5.0,0.1499804864317964,AGRICULTURE,0,synthetic
32906.27042013092,9567.0,19.0,3.0,0.26099186089921783,COMMERCE,0,synthetic
14713.166299004028,18987.0,22.0,3.0,0.2689863703412755,TECH,1,synthetic
17918.19503159003,16908.0,2.0,4.0,0.05,COMMERCE,0,synthetic
37647.98106044624,20534.0,11.0,5.0,0.17109468841853293,SERVICES,0,synthetic
29323.18885344564,8404.0,9.0,0.0,0.31071497689738825,AGRICULTURE,0,synthetic
14122.912744774203,14038.0,18.0,1.0,0.2628583412861928,TECH,1,synthetic
119673.12825533866,33578.0,5.0,2.0,0.05,AGRICULTURE,0,synthetic
9470.086211917378,7262.0,12.0,3.0,0.16495128332430986,AGRICULTURE,0,synthetic
49373.06898704567,23694.0,21.0,1.0,0.4031232492170339,INDUSTRIE,1,synthetic
42675.63591805981,24603.0,11.0,1.0,0.33823343909694026,INDUSTRIE,0,synthetic
17089.582508058924,18709.0,19.0,0.0,0.4327050027737806,INDUSTRIE,1,synthetic
19181.42888920595,5041.0,15.0,0.0,0.10215289938650637,AGRICULTURE,1,synthetic
10300.305649309865,5065.0,14.0,2.0,0.44213943029185865,COMMERCE,0,synthetic
36580.303698582364,12544.0,6.0,5.0,0.24333909275662274,COMMERCE,0,synthetic
18038.936403962132,7177.0,24.0,1.0,0.4888333751408409,AGRICULTURE,0,synthetic
15613.815511869447,6921.0,6.0,1.0,0.250495665112566,TECH,0,synthetic
23823.84833979013,8963.0,23.0,1.0,0.05,AGRICULTURE,1,synthetic
36121.29128677466,9912.0,24.0,5.0,0.3773881856960716,AGRICULTURE,0,synthetic
88404.21870136207,29992.0,12.0,3.0,0.18347294830380362,SERVICES,0,synthetic
56255.59061861993,23800.0,21.0,3.0,0.19356555829472744,INDUSTRIE,0,synthetic
13630.781561639391,4942.0,17.0,1.0,0.05,TECH,1,synthetic
61578.726732194955,23482.0,18.0,5.0,0.49332992485090643,AGRICULTURE,0,synthetic
16605.167851226663,8237.0,1.0,1.0,0.17183482392957292,SERVICES,0,synthetic
45813.16565260554,17052.0,3.0,5.0,0.48625536623687804,INDUSTRIE,0,synthetic
10629.86798267571,5179.0,1.0,5.0,0.18531352576107202,COMMERCE,0,synthetic
21415.463941738755,6795.0,0.0,3.0,0.11083821967760829,TECH,0,synthetic
31557.580844780074,8110.0,20.0,5.0,0.44792937610447203,SERVICES,0,synthetic
67287.02424912344,17434.0,4.0,5.0,0.2389997876499656,TECH,0,synthetic
61903.61875940681,18355.0,0.0,3.0,0.2404641988967266,INDUSTRIE,0,synthetic
38922.94194654194,14935.0,23.0,4.0,0.057756108957532,INDUSTRIE,0,synthetic
72523.82398030032,23225.0,6.0,3.0,0.18135649679556157,COMMERCE,0,synthetic
29577.53332559353,26334.0,20.0,3.0,0.31430437354464985,COMMERCE,1,synthetic
57874.8527299202,26590.0,24.0,2.0,0.055123000936172145,TECH,1,synthetic
30741.038003784095,21949.0,13.0,3.0,0.1691368458742275,INDUSTRIE,0,synthetic
10711.804657355333,20912.0,23.0,1.0,0.18693303438888137,AGRICULTURE,1,synthetic
74712.34111539488,19238.0,24.0,1.0,0.2599661207070997,SERVICES,1,synthetic
40079.470868726436,11375.0,3.0,1.0,0.4719339468457395,AGRICULTURE,0,synthetic
43881.56086405603,19096.0,3.0,0.0,0.20500703005255239,SERVICES,0,synthetic
5993.055865300467,4313.0,9.0,5.0,0.1464249006381157,TECH,0,synthetic
99332.4064181028,33955.0,13.0,1.0,0.6619555948037006,INDUSTRIE,0,synthetic
31281.348330547677,15472.0,19.0,4.0,0.18502219697148553,INDUSTRIE,0,synthetic
90890.24780675095,27445.0,4.0,2.0,0.2214012758246206,SERVICES,0,synthetic
134571.23362026075,33657.0,4.0,2.0,0.19632304462134512,TECH,0,synthetic
33413.039783319466,19406.0,7.0,1.0,0.20848463483355584,SERVICES,0,synthetic
41632.793592151,30716.0,6.0,4.0,0.2616632294523942,TECH,0,synthetic
27072.738891788085,18855.0,23.0,3.0,0.3881194716389912,TECH,0,synthetic
6696.36606504705,8100.0,9.0,2.0,0.31059815849101086,AGRICULTURE,1,synthetic
9057.559334957621,4820.0,21.0,3.0,0.4115643345049631,TECH,0,synthetic
4602.342963713334,8204.0,1.0,4.0,0.406604301191115,INDUSTRIE,1,synthetic
29908.0703056936,33217.0,2.0,3.0,0.2812828158423814,TECH,1,synthetic
27173.112842228995,18728.0,20.0,2.0,0.3064467955095663,AGRICULTURE,1,synthetic
14720.96692970214,13894.0,6.0,5.0,0.4163105014402934,INDUSTRIE,0,synthetic
54596.200933798,17827.0,2.0,5.0,0.08331851079962763,SERVICES,0,synthetic
10378.006509761328,11934.0,14.0,5.0,0.6247316803357451,AGRICULTURE,0,synthetic
109414.45766338232,30987.0,3.0,0.0,0.173112230420859,SERVICES,0,synthetic
44562.32259009495,34981.0,1.0,5.0,0.1973552617646536,COMMERCE,0,synthetic
5836.605401144029,6632.0,10.0,1.0,0.06821485379893516,INDUSTRIE,1,synthetic
14069.07378153165,26279.0,13.0,3.0,0.0726773788068403,SERVICES,1,synthetic
43255.34187038156,14403.0,13.0,3.0,0.39610511033346046,TECH,0,synthetic
7645.131283771816,5468.0,14.0,1.0,0.5905289916463378,SERVICES,0,synthetic
74406.3919048043,32588.0,0.0,0.0,0.16491398337874785,TECH,1,synthetic
5270.903174720363,5918.0,7.0,5.0,0.3020974792191277,TECH,0,synthetic
40993.69796263559,10382.0,8.0,5.0,0.28302498935682446,SERVICES,0,synthetic
4497.0751505078,4790.0,7.0,1.0,0.40003668436251383,SERVICES,1,synthetic
36133.85349107549,18609.0,13.0,3.0,0.5828071696776097,TECH,0,synthetic
78623.70635555821,22588.0,5.0,0.0,0.4781460126972379,COMMERCE,0,synthetic
18918.03421635905,13940.0,15.0,3.0,0.2142011078528879,SERVICES,0,synthetic
8919.106964488772,6218.0,23.0,1.0,0.32931514535644524,AGRICULTURE,1,synthetic
25306.087122693494,7600.0,16.0,4.0,0.344208676411334,INDUSTRIE,0,synthetic
47976.04563366628,32935.0,9.0,3.0,0.24698640532485705,SERVICES,0,synthetic
14782.767233113378,28983.0,10.0,2.0,0.08560957997549037,AGRICULTURE,1,synthetic
66011.93342954466,33044.0,14.0,4.0,0.13018356721554677,SERVICES,0,synthetic
11124.383125672346,20454.0,18.0,2.0,0.42222289763938226,COMMERCE,1,synthetic
77100.78093294006,20927.0,7.0,0.0,0.43769619937330745,AGRICULTURE,0,synthetic
77900.1123634526,28365.0,0.0,3.0,0.21886489527412198,COMMERCE,0,synthetic
58724.81167296405,23115.0,17.0,4.0,0.2891583091090132,COMMERCE,0,synthetic
21132.318875672267,17529.0,16.0,2.0,0.4295895731994466,INDUSTRIE,1,synthetic
38489.14239615496,13048.0,2.0,1.0,0.05,SERVICES,0,synthetic
54680.9533672537,19050.0,15.0,0.0,0.18304713537417155,COMMERCE,1,synthetic
4257.637469784105,5983.0,1.0,1.0,0.5526807072223966,AGRICULTURE,1,synthetic
35704.22487834574,9965.0,16.0,4.0,0.2948961574304976,SERVICES,0,synthetic
67903.17819580126,26861.0,18.0,1.0,0.08061758729448487,AGRICULTURE,1,synthetic
101184.75589107841,30909.0,0.0,5.0,0.26759234403605714,COMMERCE,0,synthetic
10161.525651286582,7155.0,18.0,1.0,0.4032153388402414,COMMERCE,1,synthetic
6493.879763156175,7004.0,3.0,2.0,0.05,SERVICES,1,synthetic
19680.43096293472,6652.0,6.0,4.0,0.2764428725786639,TECH,0,synthetic
93564.38435122436,28538.0,17.0,3.0,0.19413781681112685,SERVICES,0,synthetic
25262.198716558643,13647.0,8.0,0.0,0.05,INDUSTRIE,1,synthetic
8236.118552804566,14129.0,24.0,0.0,0.26228908826954633,TECH,1,synthetic
14754.017532461476,4386.0,23.0,1.0,0.22952796523593283,SERVICES,1,synthetic
41708.374154145924,34150.0,24.0,5.0,0.24638646217035415,COMMERCE,0,synthetic
29439.808910372296,17455.0,2.0,0.0,0.19776090696328558,COMMERCE,1,synthetic
77509.78090175713,28720.0,4.0,0.0,0.09679936720687898,SERVICES,1,synthetic
22043.189274159693,25938.0,4.0,4.0,0.05,INDUSTRIE,1,synthetic
6312.915598563393,8395.0,14.0,3.0,0.14639650895880635,INDUSTRIE,1,synthetic
17015.128666008695,28841.0,10.0,5.0,0.3788878171114097,TECH,1,synthetic
78091.81585873941,21059.0,18.0,1.0,0.28496054405901183,AGRICULTURE,0,synthetic
36141.82373910772,22733.0,7.0,3.0,0.23962400058301148,AGRICULTURE,0,synthetic
28710.830452357797,10209.0,4.0,0.0,0.09403477763927656,SERVICES,1,synthetic
119872.16895986814,30253.0,16.0,3.0,0.19391276007186833,SERVICES,0,synthetic
93483.24040088592,32881.0,15.0,0.0,0.36057363375358187,SERVICES,0,synthetic
38810.345471029555,16601.0,17.0,5.0,0.3257175643728236,COMMERCE,0,synthetic
15951.226922352758,6866.0,7.0,2.0,0.1784201695340927,SERVICES,0,synthetic
55142.0749039268,30311.0,13.0,1.0,0.05,INDUSTRIE,1,synthetic
