age,duree_mois,type_contrat,statut_logement,incident_paiement_bam,montant_demande_mad,nouvelle_echeance_mad,revenu_mensuel_mad,taux_endettement,risque_non_approbation
20,12,CDD,LOCATAIRE,0,86500.0,7464.64,49800.0,0.1499,0
45,10,FONCTIONNAIRE,PROPRIETAIRE,0,23800.0,2451.48,5400.0,0.45399999999999996,0
43,18,CDI,PROPRIETAIRE,0,46500.0,2718.3,7800.0,0.34850000000000003,0
32,21,CDI,PROPRIETAIRE,1,50800.0,2565.78,7300.0,0.3515,0
54,6,INFORMEL,PROPRIETAIRE,0,12400.0,2106.02,14000.0,0.15039999999999998,0
42,36,CDI,PROPRIETAIRE,0,70400.0,2157.69,4800.0,0.4495,1
37,24,CDI,PROPRIETAIRE,1,24900.0,1109.2,4000.0,0.2773,1
49,10,CDI,PROPRIETAIRE,1,19200.0,1977.66,4400.0,0.4495,0
44,48,CDI,LOGEMENT_DE_FONCTION,1,187300.0,4441.81,17800.0,0.2495,1
33,6,CDI,PROPRIETAIRE,0,28500.0,4840.46,10800.0,0.4482,0
24,30,CDI,LOCATAIRE,0,89000.0,3222.24,12900.0,0.2498,0
33,12,CDD,PROPRIETAIRE,0,13400.0,1156.37,4000.0,0.2891,1
24,8,CDI,PROPRIETAIRE,0,22900.0,2932.71,8400.0,0.34909999999999997,1
22,9,CDI,LOCATAIRE,0,5100.0,582.12,4000.0,0.14550000000000002,0
40,48,INFORMEL,LOGEMENT_DE_FONCTION,0,99500.0,2359.64,6700.0,0.3522,0
25,24,CDI,PROPRIETAIRE,0,102000.0,4543.72,10100.0,0.4499,0
26,24,CDD,PROPRIETAIRE,0,69400.0,3091.51,12400.0,0.2493,0
25,12,CDI,PROPRIETAIRE,0,12700.0,1095.96,4400.0,0.2491,1
29,4,CDD,PROPRIETAIRE,0,27600.0,6993.69,46600.0,0.1501,0
31,36,FONCTIONNAIRE,PROPRIETAIRE,0,50800.0,1556.97,4000.0,0.3892,1
38,12,CDI,PROPRIETAIRE,0,13100.0,1130.48,4500.0,0.25120000000000003,0
48,24,CDI,PROPRIETAIRE,0,80500.0,3585.97,23900.0,0.15,0
32,12,CDI,PROPRIETAIRE,1,13000.0,1121.85,4000.0,0.2805,0
27,15,FONCTIONNAIRE,PROPRIETAIRE,1,67400.0,4690.5,31300.0,0.1499,0
28,30,INFORMEL,PROPRIETAIRE,1,78600.0,2845.71,6300.0,0.4517,1
32,24,CDD,PROPRIETAIRE,0,35900.0,1599.21,4000.0,0.3998,1
34,24,CDI,LOGEMENT_DE_FONCTION,0,53800.0,2396.59,9600.0,0.24960000000000002,0
28,18,CDI,PROPRIETAIRE,0,49200.0,2876.14,6400.0,0.44939999999999997,0
36,18,CDI,PROPRIETAIRE,1,19000.0,1110.7,4000.0,0.2777,0
39,8,CDI,PROPRIETAIRE,1,62900.0,8055.36,53700.0,0.15,0
49,12,FONCTIONNAIRE,LOCATAIRE,1,107300.0,9259.61,37000.0,0.2503,0
34,24,CDI,PROPRIETAIRE,0,28200.0,1256.2,4000.0,0.314,0
31,36,FONCTIONNAIRE,PROPRIETAIRE,0,82800.0,2537.74,5600.0,0.4532,0
28,6,FONCTIONNAIRE,PROPRIETAIRE,0,19800.0,3362.84,7500.0,0.4484,0
75,24,INFORMEL,LOGEMENT_DE_FONCTION,1,122400.0,5452.46,21800.0,0.2501,0
30,18,CDI,PROPRIETAIRE,1,34500.0,2016.8,4500.0,0.4482,1
24,60,CDD,PROPRIETAIRE,0,137000.0,2680.56,6000.0,0.4468,1
24,48,CDI,LOCATAIRE,1,214400.0,5084.49,20300.0,0.2505,1
23,24,FONCTIONNAIRE,LOCATAIRE,0,76000.0,3385.52,9700.0,0.349,1
44,6,CDI,LOCATAIRE,1,62600.0,10632.02,70900.0,0.15,1
23,13,CDD,PROPRIETAIRE,0,38900.0,3106.99,12400.0,0.2506,0
24,15,CDI,LOCATAIRE,0,23600.0,1642.37,4000.0,0.4106,1
28,24,CDI,PROPRIETAIRE,0,77100.0,3434.52,7600.0,0.45189999999999997,0
31,10,CDI,PROPRIETAIRE,0,28100.0,2894.39,6400.0,0.4522,0
24,24,CDD,LOGEMENT_DE_FONCTION,1,106200.0,4730.81,18900.0,0.2503,0
26,21,CDI,LOCATAIRE,0,66600.0,3363.79,22400.0,0.1502,0
25,18,CDD,LOCATAIRE,0,59400.0,3472.41,23100.0,0.1503,0
33,18,FONCTIONNAIRE,PROPRIETAIRE,0,82100.0,4799.41,32000.0,0.15,0
37,10,CDD,PROPRIETAIRE,0,73100.0,7529.54,50200.0,0.15,0
43,15,CDI,PROPRIETAIRE,1,27000.0,1878.98,4200.0,0.4474,0
23,13,CDD,PROPRIETAIRE,1,16300.0,1301.9,4000.0,0.32549999999999996,0
23,24,INFORMEL,LOCATAIRE,0,69500.0,3095.96,20600.0,0.1503,0
34,6,CDI,PROPRIETAIRE,1,32200.0,5468.87,36500.0,0.14980000000000002,0
32,9,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,21000.0,2396.98,5300.0,0.4523,1
23,9,CDD,LOCATAIRE,0,22900.0,2613.85,17400.0,0.1502,0
29,9,CDI,PROPRIETAIRE,0,17700.0,2020.31,13500.0,0.1497,1
38,18,INFORMEL,PROPRIETAIRE,1,59700.0,3489.95,14000.0,0.2493,0
28,12,CDI,LOCATAIRE,0,114700.0,9898.2,22000.0,0.4499,1
46,10,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,13400.0,1380.24,4000.0,0.34509999999999996,0
23,24,CDD,PROPRIETAIRE,0,23100.0,1029.02,4000.0,0.25730000000000003,1
49,12,FONCTIONNAIRE,PROPRIETAIRE,1,43100.0,3719.38,24800.0,0.15,0
26,36,CDI,PROPRIETAIRE,1,82600.0,2531.61,5600.0,0.4521,1
28,12,CDI,PROPRIETAIRE,0,14400.0,1242.67,4000.0,0.3107,0
23,30,CDI,LOCATAIRE,0,44500.0,1611.12,4000.0,0.4028,1
61,18,CDI,LOGEMENT_DE_FONCTION,0,22900.0,1338.69,4000.0,0.3347,0
37,12,FONCTIONNAIRE,PROPRIETAIRE,0,62900.0,5428.04,21700.0,0.2501,0
36,12,CDI,PROPRIETAIRE,1,41600.0,3589.93,14400.0,0.2493,0
21,6,CDI,LOCATAIRE,0,32700.0,5553.79,37000.0,0.1501,0
25,18,INFORMEL,PROPRIETAIRE,0,45800.0,2677.38,5900.0,0.45380000000000004,1
36,12,CDI,PROPRIETAIRE,0,28500.0,2459.45,9800.0,0.251,0
27,18,CDI,PROPRIETAIRE,1,71200.0,4162.22,11900.0,0.34979999999999994,0
22,18,CDD,LOCATAIRE,0,67500.0,3945.92,26300.0,0.15,0
42,36,FONCTIONNAIRE,PROPRIETAIRE,0,63800.0,1955.41,4300.0,0.4547,1
40,18,CDI,LOCATAIRE,0,55500.0,3244.42,13000.0,0.24960000000000002,0
36,36,CDI,PROPRIETAIRE,0,57000.0,1746.99,4000.0,0.43670000000000003,0
33,18,FONCTIONNAIRE,PROPRIETAIRE,1,112300.0,6564.84,18800.0,0.3492,0
23,10,CDD,LOCATAIRE,1,39700.0,4089.23,27300.0,0.14980000000000002,0
63,60,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,254500.0,4979.58,19900.0,0.2502,0
60,60,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,273500.0,5351.34,15300.0,0.34979999999999994,1
37,48,CDI,LOCATAIRE,0,142200.0,3372.27,13500.0,0.2498,1
34,18,INFORMEL,PROPRIETAIRE,1,42900.0,2507.85,10000.0,0.25079999999999997,0
36,7,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,15700.0,2291.71,6500.0,0.35259999999999997,0
57,36,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,264900.0,8118.92,18000.0,0.4511,1
52,6,CDI,PROPRIETAIRE,1,6700.0,1137.93,4000.0,0.2845,0
39,20,CDI,PROPRIETAIRE,0,40900.0,2163.3,4800.0,0.4507,0
38,18,INFORMEL,LOGEMENT_DE_FONCTION,0,240100.0,14035.79,40100.0,0.35,1
25,22,CDI,LOCATAIRE,0,23700.0,1145.65,4000.0,0.2864,0
26,12,CDD,PROPRIETAIRE,0,24600.0,2122.89,4700.0,0.4517,0
26,30,CDI,PROPRIETAIRE,1,79000.0,2860.19,11400.0,0.2509,0
25,18,CDI,PROPRIETAIRE,1,41400.0,2420.17,9700.0,0.2495,0
21,18,CDD,LOCATAIRE,0,20800.0,1215.93,4000.0,0.304,0
40,18,INFORMEL,PROPRIETAIRE,1,136400.0,7973.68,17700.0,0.45049999999999996,0
27,15,CDI,PROPRIETAIRE,1,43000.0,2992.45,12000.0,0.2494,0
27,9,CDI,PROPRIETAIRE,0,26800.0,3059.01,8700.0,0.35159999999999997,0
30,18,CDI,PROPRIETAIRE,0,33700.0,1970.04,7900.0,0.2494,0
19,12,CDD,LOCATAIRE,0,18200.0,1570.59,10500.0,0.1496,0
39,36,CDI,LOGEMENT_DE_FONCTION,0,60100.0,1842.01,7400.0,0.2489,0
31,6,CDI,PROPRIETAIRE,1,36200.0,6148.23,41000.0,0.15,0
31,9,INFORMEL,PROPRIETAIRE,1,44500.0,5079.32,20300.0,0.2502,0
32,39,CDI,LOCATAIRE,1,217600.0,6204.6,24800.0,0.2502,0
55,12,INFORMEL,LOGEMENT_DE_FONCTION,0,47700.0,4116.34,11800.0,0.3488,0
46,36,CDI,PROPRIETAIRE,1,43400.0,1330.17,4000.0,0.3325,0
46,12,FONCTIONNAIRE,LOCATAIRE,0,22600.0,1950.3,13000.0,0.15,1
43,24,CDI,PROPRIETAIRE,1,28000.0,1247.3,4000.0,0.3118,0
39,18,CDD,PROPRIETAIRE,0,27300.0,1595.91,4600.0,0.3469,0
28,18,CDI,PROPRIETAIRE,1,34900.0,2040.19,4500.0,0.4534,0
27,24,CDD,PROPRIETAIRE,1,160000.0,7127.4,28500.0,0.2501,1
27,14,CDI,PROPRIETAIRE,1,14800.0,1100.59,4000.0,0.2751,0
43,18,FONCTIONNAIRE,PROPRIETAIRE,1,53600.0,3133.35,7000.0,0.4476,0
22,24,CDD,PROPRIETAIRE,0,37700.0,1679.39,11200.0,0.1499,1
43,24,CDI,PROPRIETAIRE,1,40600.0,1808.58,4000.0,0.4521,0
27,15,CDD,PROPRIETAIRE,0,19500.0,1357.04,4000.0,0.3393,0
26,24,FONCTIONNAIRE,PROPRIETAIRE,0,59800.0,2663.87,7600.0,0.3505,0
28,12,CDI,PROPRIETAIRE,1,17400.0,1501.56,4000.0,0.3754,1
20,24,FONCTIONNAIRE,PROPRIETAIRE,0,36400.0,1621.48,4000.0,0.4054,0
35,33,CDI,PROPRIETAIRE,1,134200.0,4451.92,12700.0,0.3505,0
42,12,INFORMEL,PROPRIETAIRE,1,42400.0,3658.97,8100.0,0.4517,1
40,10,CDI,LOCATAIRE,0,29500.0,3038.6,8700.0,0.3493,0
35,24,CDI,PROPRIETAIRE,0,25500.0,1135.93,4000.0,0.284,1
35,36,FONCTIONNAIRE,PROPRIETAIRE,1,108100.0,3313.16,13300.0,0.2491,0
33,12,CDD,PROPRIETAIRE,0,47700.0,4116.34,9100.0,0.4523,1
23,18,CDI,LOCATAIRE,1,156700.0,9160.38,61100.0,0.1499,0
31,21,CDI,PROPRIETAIRE,0,51500.0,2601.13,17300.0,0.15039999999999998,0
33,18,CDI,PROPRIETAIRE,0,19300.0,1128.24,4000.0,0.2821,1
20,15,CDI,LOCATAIRE,0,58900.0,4098.97,16400.0,0.24989999999999998,0
30,12,CDI,PROPRIETAIRE,0,37500.0,3236.12,7200.0,0.4495,0
47,12,CDI,PROPRIETAIRE,1,17700.0,1527.45,6100.0,0.2504,0
34,21,CDI,PROPRIETAIRE,1,29400.0,1484.92,4000.0,0.3712,0
25,12,FONCTIONNAIRE,PROPRIETAIRE,0,51100.0,4409.75,29400.0,0.15,1
21,18,CDI,LOCATAIRE,0,51400.0,3004.75,20000.0,0.1502,0
29,28,FONCTIONNAIRE,PROPRIETAIRE,1,50700.0,1956.39,4300.0,0.455,0
46,18,CDI,PROPRIETAIRE,1,21300.0,1245.16,4000.0,0.31129999999999997,0
20,9,FONCTIONNAIRE,PROPRIETAIRE,0,24300.0,2773.65,18500.0,0.1499,0
55,18,INFORMEL,LOGEMENT_DE_FONCTION,1,22000.0,1286.08,5100.0,0.2522,1
74,5,CDI,PROPRIETAIRE,0,63800.0,12968.1,86500.0,0.1499,0
29,24,CDI,PROPRIETAIRE,0,209600.0,9336.89,37300.0,0.2503,1
36,6,INFORMEL,LOGEMENT_DE_FONCTION,1,34600.0,5876.49,13100.0,0.4486,0
33,24,CDI,PROPRIETAIRE,1,38100.0,1697.21,4000.0,0.4243,0
25,9,CDI,PROPRIETAIRE,0,39500.0,4508.61,12900.0,0.34950000000000003,0
25,12,CDI,PROPRIETAIRE,0,27500.0,2373.15,9500.0,0.2498,1
23,6,CDI,LOCATAIRE,0,12200.0,2072.06,8300.0,0.24960000000000002,0
37,24,FONCTIONNAIRE,PROPRIETAIRE,1,23800.0,1060.2,4000.0,0.2651,0
65,42,INFORMEL,PROPRIETAIRE,1,62800.0,1675.79,4000.0,0.4189,0
26,12,CDD,PROPRIETAIRE,0,11300.0,975.15,4000.0,0.2438,1
39,12,FONCTIONNAIRE,PROPRIETAIRE,0,34900.0,3011.74,6700.0,0.4495,0
30,12,CDI,PROPRIETAIRE,0,30000.0,2588.89,10400.0,0.2489,0
29,20,CDI,PROPRIETAIRE,1,48600.0,2570.57,10300.0,0.24960000000000002,0
41,12,FONCTIONNAIRE,PROPRIETAIRE,0,13300.0,1147.74,4000.0,0.2869,1
30,48,CDI,PROPRIETAIRE,1,94300.0,2236.32,8900.0,0.25129999999999997,1
41,9,FONCTIONNAIRE,LOCATAIRE,1,23000.0,2625.27,5800.0,0.4526,0
34,36,CDD,PROPRIETAIRE,0,34100.0,1045.13,4000.0,0.2613,1
35,7,CDI,PROPRIETAIRE,0,47700.0,6962.73,27900.0,0.24960000000000002,0
55,12,FONCTIONNAIRE,PROPRIETAIRE,0,26300.0,2269.6,6500.0,0.3492,0
61,15,CDI,PROPRIETAIRE,1,28000.0,1948.58,5600.0,0.348,1
30,36,CDI,PROPRIETAIRE,1,204500.0,6267.72,13900.0,0.4509,0
29,6,CDI,PROPRIETAIRE,0,9600.0,1630.47,4700.0,0.3469,0
34,12,FONCTIONNAIRE,PROPRIETAIRE,0,51000.0,4401.12,17600.0,0.2501,0
35,24,FONCTIONNAIRE,PROPRIETAIRE,0,49400.0,2200.58,4900.0,0.44909999999999994,0
31,24,CDI,PROPRIETAIRE,0,89100.0,3969.07,15900.0,0.24960000000000002,1
29,24,CDD,PROPRIETAIRE,0,49600.0,2209.49,4900.0,0.4509,0
36,11,CDI,LOCATAIRE,1,72200.0,6778.88,27100.0,0.2501,0
35,12,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,62600.0,5402.16,15400.0,0.3508,1
27,6,CDD,PROPRIETAIRE,0,6300.0,1070.0,4000.0,0.2675,0
32,18,CDD,PROPRIETAIRE,0,85000.0,4968.94,14200.0,0.34990000000000004,0
37,36,CDI,PROPRIETAIRE,0,67000.0,2053.48,13700.0,0.1499,0
36,15,CDD,PROPRIETAIRE,0,31800.0,2213.02,8900.0,0.2487,0
34,12,CDD,LOCATAIRE,0,55800.0,4815.34,13800.0,0.3489,0
38,12,FONCTIONNAIRE,PROPRIETAIRE,0,13900.0,1199.52,4000.0,0.2999,0
34,18,CDI,PROPRIETAIRE,0,36100.0,2110.34,4700.0,0.449,0
63,24,CDI,PROPRIETAIRE,0,54100.0,2409.95,6900.0,0.3493,0
29,24,CDD,LOCATAIRE,1,30700.0,1367.57,4000.0,0.3419,1
32,48,FONCTIONNAIRE,PROPRIETAIRE,1,133900.0,3175.43,9100.0,0.3489,0
26,33,CDI,PROPRIETAIRE,1,51100.0,1695.18,6800.0,0.2493,0
35,24,CDI,PROPRIETAIRE,1,86600.0,3857.71,11000.0,0.3507,0
22,24,CDD,LOCATAIRE,0,57200.0,2548.05,7300.0,0.349,1
23,6,CDD,PROPRIETAIRE,0,8300.0,1409.68,4000.0,0.35240000000000005,1
28,9,CDI,PROPRIETAIRE,0,12100.0,1381.12,4000.0,0.3453,1
36,6,INFORMEL,PROPRIETAIRE,0,22900.0,3889.35,8600.0,0.4522,0
33,18,CDI,PROPRIETAIRE,1,23000.0,1344.54,4000.0,0.3361,1
26,18,CDD,LOCATAIRE,0,57600.0,3367.19,22400.0,0.1503,1
24,39,CDI,PROPRIETAIRE,0,47500.0,1354.4,4000.0,0.3386,0
25,24,CDI,PROPRIETAIRE,0,95300.0,4245.26,9400.0,0.45159999999999995,0
39,12,CDI,PROPRIETAIRE,0,19200.0,1656.89,4700.0,0.3525,0
44,15,FONCTIONNAIRE,PROPRIETAIRE,1,27300.0,1899.86,4200.0,0.4523,0
23,12,CDI,PROPRIETAIRE,1,66100.0,5704.19,38000.0,0.1501,0
26,24,CDD,PROPRIETAIRE,0,22200.0,988.93,4000.0,0.24719999999999998,0
57,30,FONCTIONNAIRE,LOCATAIRE,0,67000.0,2425.73,5400.0,0.44920000000000004,0
30,15,CDI,PROPRIETAIRE,1,17800.0,1238.74,4000.0,0.3097,0
44,12,CDI,PROPRIETAIRE,1,21500.0,1855.37,4100.0,0.4525,0
47,6,INFORMEL,PROPRIETAIRE,1,22400.0,3804.43,8500.0,0.4476,1
52,12,CDI,PROPRIETAIRE,0,56900.0,4910.27,19600.0,0.2505,0
62,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,69500.0,3095.96,6900.0,0.4487,0
35,10,CDI,LOCATAIRE,0,26200.0,2698.69,7700.0,0.3505,0
26,6,CDI,LOCATAIRE,0,65100.0,11056.62,44200.0,0.2501,0
26,12,FONCTIONNAIRE,PROPRIETAIRE,1,35800.0,3089.41,12400.0,0.2491,0
42,27,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,153900.0,6142.36,24600.0,0.24969999999999998,1
27,6,CDI,PROPRIETAIRE,1,22900.0,3889.35,25900.0,0.1502,0
38,6,FONCTIONNAIRE,PROPRIETAIRE,0,6800.0,1154.92,4000.0,0.2887,0
39,12,CDI,LOCATAIRE,1,39300.0,3391.45,9700.0,0.3496,0
20,24,CDI,PROPRIETAIRE,0,55400.0,2467.86,9900.0,0.2493,1
29,36,CDD,LOCATAIRE,0,167100.0,5121.45,11400.0,0.44920000000000004,1
40,24,CDI,PROPRIETAIRE,1,29300.0,1305.21,4000.0,0.32630000000000003,0
32,18,FONCTIONNAIRE,PROPRIETAIRE,0,24100.0,1408.84,4000.0,0.3522,0
28,6,FONCTIONNAIRE,PROPRIETAIRE,1,24500.0,4161.1,16600.0,0.2507,0
27,24,CDD,PROPRIETAIRE,0,57800.0,2574.77,5700.0,0.4517,1
42,36,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,101600.0,3113.94,12500.0,0.2491,0
49,9,FONCTIONNAIRE,PROPRIETAIRE,0,20800.0,2374.15,9500.0,0.24989999999999998,0
38,24,CDD,PROPRIETAIRE,1,22500.0,1002.29,4000.0,0.2506,1
24,24,CDD,LOCATAIRE,0,22300.0,993.38,4000.0,0.2483,1
27,10,CDI,PROPRIETAIRE,0,24200.0,2492.68,5500.0,0.4532,1
36,15,CDI,PROPRIETAIRE,1,43700.0,3041.17,12200.0,0.2493,0
34,15,INFORMEL,PROPRIETAIRE,0,126700.0,8817.3,58800.0,0.15,1
28,24,CDI,PROPRIETAIRE,0,26100.0,1162.66,4000.0,0.2907,0
45,39,FONCTIONNAIRE,PROPRIETAIRE,0,158900.0,4530.84,10100.0,0.4486,0
26,12,CDI,PROPRIETAIRE,0,14000.0,1208.15,4000.0,0.302,1
32,36,CDI,LOGEMENT_DE_FONCTION,0,86700.0,2657.27,10600.0,0.2507,0
26,15,CDI,LOCATAIRE,0,49700.0,3458.72,13800.0,0.2506,0
20,12,CDI,LOCATAIRE,1,10800.0,932.0,4000.0,0.233,0
54,24,CDD,PROPRIETAIRE,0,41700.0,1857.58,4100.0,0.4531,0
37,6,CDI,PROPRIETAIRE,1,11300.0,1919.2,4300.0,0.44630000000000003,0
40,6,CDD,PROPRIETAIRE,1,25200.0,4279.98,17100.0,0.2503,0
23,36,CDD,LOCATAIRE,1,131800.0,4039.54,16200.0,0.2494,1
43,6,FONCTIONNAIRE,PROPRIETAIRE,0,22300.0,3787.45,10800.0,0.3507,0
36,6,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,13000.0,2207.93,4900.0,0.4506,0
44,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,101900.0,4539.26,13000.0,0.3492,0
24,18,CDI,PROPRIETAIRE,0,59000.0,3449.03,13800.0,0.24989999999999998,1
53,48,CDI,LOGEMENT_DE_FONCTION,0,131700.0,3123.26,8900.0,0.35090000000000005,1
23,24,CDI,PROPRIETAIRE,0,64500.0,2873.23,8200.0,0.3504,0
26,18,CDI,PROPRIETAIRE,0,20600.0,1204.24,4000.0,0.3011,0
30,26,CDD,PROPRIETAIRE,0,147400.0,6093.12,24400.0,0.24969999999999998,0
31,15,CDI,PROPRIETAIRE,1,28300.0,1969.45,4400.0,0.4476,0
42,4,CDI,PROPRIETAIRE,1,27800.0,7044.37,28200.0,0.2498,0
31,36,CDI,LOCATAIRE,0,42600.0,1305.65,4000.0,0.3264,1
41,6,CDD,PROPRIETAIRE,0,12200.0,2072.06,5900.0,0.35119999999999996,0
32,36,CDI,PROPRIETAIRE,0,42100.0,1290.32,4000.0,0.3226,0
28,15,CDI,LOCATAIRE,0,48700.0,3389.13,13600.0,0.2492,1
41,12,CDI,LOCATAIRE,1,27800.0,2399.04,5300.0,0.4526,0
26,24,CDI,PROPRIETAIRE,0,24300.0,1082.47,4000.0,0.2706,0
25,24,CDD,PROPRIETAIRE,0,57400.0,2556.95,5700.0,0.4486,0
33,21,CDD,LOCATAIRE,1,42900.0,2166.77,8700.0,0.2491,1
75,6,INFORMEL,PROPRIETAIRE,0,25400.0,4313.95,9600.0,0.44939999999999997,0
37,18,FONCTIONNAIRE,PROPRIETAIRE,1,66800.0,3905.0,11200.0,0.34869999999999995,0
42,48,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,143600.0,3405.47,7600.0,0.4481,1
45,18,CDD,PROPRIETAIRE,0,56400.0,3297.04,22000.0,0.1499,0
23,12,CDD,LOCATAIRE,0,28400.0,2450.82,16300.0,0.15039999999999998,1
60,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,37600.0,1674.94,4000.0,0.41869999999999996,0
31,30,FONCTIONNAIRE,PROPRIETAIRE,0,117500.0,4254.09,9500.0,0.44780000000000003,1
34,18,CDI,PROPRIETAIRE,0,53000.0,3098.28,12400.0,0.24989999999999998,1
61,12,FONCTIONNAIRE,PROPRIETAIRE,1,23200.0,2002.08,4400.0,0.455,0
43,24,INFORMEL,LOGEMENT_DE_FONCTION,1,24700.0,1100.29,4000.0,0.2751,1
37,24,CDI,PROPRIETAIRE,1,37400.0,1666.03,4000.0,0.4165,0
32,24,CDI,PROPRIETAIRE,0,28700.0,1278.48,4000.0,0.3196,0
24,12,CDI,PROPRIETAIRE,0,11600.0,1001.04,4000.0,0.2503,1
35,48,CDI,LOGEMENT_DE_FONCTION,1,163900.0,3886.88,15500.0,0.25079999999999997,0
23,12,CDI,PROPRIETAIRE,1,18400.0,1587.85,4000.0,0.397,0
45,6,FONCTIONNAIRE,PROPRIETAIRE,0,32400.0,5502.84,22000.0,0.2501,0
34,48,CDI,PROPRIETAIRE,0,129500.0,3071.09,20500.0,0.14980000000000002,1
27,12,CDD,PROPRIETAIRE,1,36900.0,3184.34,7100.0,0.4485,0
67,9,CDI,PROPRIETAIRE,0,22200.0,2533.95,5600.0,0.4525,0
22,12,CDD,PROPRIETAIRE,0,24600.0,2122.89,8500.0,0.2498,1
28,18,CDD,PROPRIETAIRE,0,42100.0,2461.09,7000.0,0.35159999999999997,1
29,21,CDI,PROPRIETAIRE,0,92600.0,4676.99,31200.0,0.1499,1
27,24,CDI,PROPRIETAIRE,0,65700.0,2926.69,8400.0,0.34840000000000004,1
31,18,CDD,PROPRIETAIRE,1,35700.0,2086.95,8300.0,0.2514,1
49,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,54800.0,2441.13,5400.0,0.4521,0
24,24,CDI,LOCATAIRE,0,28600.0,1274.02,4000.0,0.3185,1
29,6,CDD,PROPRIETAIRE,1,12600.0,2139.99,8600.0,0.2488,0
37,36,CDI,LOGEMENT_DE_FONCTION,0,229200.0,7024.75,46800.0,0.1501,1
37,24,CDI,PROPRIETAIRE,1,87200.0,3884.43,8600.0,0.4517,0
23,24,CDI,LOCATAIRE,1,28700.0,1278.48,4000.0,0.3196,0
36,12,CDI,PROPRIETAIRE,0,25400.0,2191.93,8800.0,0.2491,1
34,24,FONCTIONNAIRE,PROPRIETAIRE,1,47700.0,2124.86,8500.0,0.25,0
41,48,CDI,PROPRIETAIRE,0,73600.0,1745.42,4000.0,0.4364,0
31,48,CDI,PROPRIETAIRE,0,125000.0,2964.37,8500.0,0.34869999999999995,1
23,24,CDD,LOCATAIRE,0,59800.0,2663.87,5900.0,0.4515,1
38,30,CDI,PROPRIETAIRE,1,110100.0,3986.17,11400.0,0.3497,0
26,24,INFORMEL,LOCATAIRE,0,100500.0,4476.9,17900.0,0.2501,0
22,15,CDI,PROPRIETAIRE,0,14900.0,1036.92,4000.0,0.25920000000000004,0
27,9,FONCTIONNAIRE,PROPRIETAIRE,0,20000.0,2282.84,5100.0,0.4476,0
24,15,CDI,PROPRIETAIRE,1,51600.0,3590.95,14400.0,0.2494,0
27,12,CDI,PROPRIETAIRE,0,54200.0,4677.27,18700.0,0.2501,0
33,24,CDI,PROPRIETAIRE,1,35600.0,1585.85,4500.0,0.35240000000000005,0
27,36,CDD,PROPRIETAIRE,1,52200.0,1599.88,4000.0,0.4,1
27,24,CDD,PROPRIETAIRE,0,17300.0,770.65,4000.0,0.19269999999999998,0
30,18,FONCTIONNAIRE,PROPRIETAIRE,1,19500.0,1139.93,4000.0,0.285,1
49,12,CDD,PROPRIETAIRE,1,57800.0,4987.93,33300.0,0.14980000000000002,0
26,9,CDI,LOCATAIRE,0,25700.0,2933.45,6500.0,0.45130000000000003,0
33,36,CDD,LOCATAIRE,0,44100.0,1351.62,4000.0,0.3379,1
52,12,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,39500.0,3408.71,7600.0,0.4485,0
20,18,CDI,LOCATAIRE,0,37700.0,2203.87,14700.0,0.1499,1
36,9,CDI,LOCATAIRE,1,51800.0,5912.56,23700.0,0.2495,0
21,12,CDI,PROPRIETAIRE,0,23800.0,2053.85,4600.0,0.4465,0
47,18,CDI,PROPRIETAIRE,0,22500.0,1315.31,4000.0,0.32880000000000004,1
60,12,FONCTIONNAIRE,PROPRIETAIRE,1,41600.0,3589.93,10300.0,0.34850000000000003,1
58,12,CDI,PROPRIETAIRE,1,7100.0,612.7,4000.0,0.1532,0
42,24,CDI,LOCATAIRE,1,36400.0,1621.48,4000.0,0.4054,0
36,21,FONCTIONNAIRE,PROPRIETAIRE,0,29100.0,1469.77,4000.0,0.3674,0
20,24,CDI,LOCATAIRE,0,50300.0,2240.68,6400.0,0.35009999999999997,1
40,24,FONCTIONNAIRE,PROPRIETAIRE,0,25100.0,1118.11,4000.0,0.27949999999999997,1
32,6,CDD,PROPRIETAIRE,0,17200.0,2921.26,19500.0,0.14980000000000002,1
23,24,CDI,LOCATAIRE,0,26700.0,1189.38,4000.0,0.2973,1
36,24,CDI,PROPRIETAIRE,0,78500.0,3496.88,23300.0,0.1501,1
31,18,CDI,PROPRIETAIRE,1,51300.0,2998.9,12000.0,0.24989999999999998,1
